pair_id,batch,stratum,corpus,query_id,doc_id,selection_reason,annotator,label,shortlist_pick,notes,model,agent_sha256,prompt_sha256,run,chars_sent,parsed_ok,judged_at,draw
j_8d88006f821a__r_282df938bf67,0,a1_recheck,a1,j_8d88006f821a,r_282df938bf67,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Entry-level analyst with R/SAS/Excel; no data engineering, AWS, ETL, or 5+ yrs experience required.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,b279297ffda805600c213dde1aaa2c708cded695f22f4a4ccd8dd94c9230b01b,1,6891,True,2026-08-30T07:19:50+00:00,a1_recheck
j_743824dea57f__r_3d8d0b6b67e0,0,a1_recheck,a1,j_743824dea57f,r_3d8d0b6b67e0,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No electrification/customer engineering focus, no mechatronic design, wrong seniority level for RE role",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,b98715a2a5155f1634e03db3608cff6aa887045d1bb5bd8e19b04a47b587519d,1,5610,True,2026-08-30T07:19:51+00:00,a1_recheck
j_f5e9f3bdbe1e__r_a7ba46bfc48b,0,a1_recheck,a1,j_f5e9f3bdbe1e,r_a7ba46bfc48b,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Secretary/CNA background; no business analyst, PBM, SQL, or requirements experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,1adabf1878640d3aeb0b857117f3a42c7225ba35e46c6a0214d715a3c8e5fa8f,1,5993,True,2026-08-30T07:19:54+00:00,a1_recheck
j_489659b82924__r_3c191b7fe1d1,0,a1_recheck,a1,j_489659b82924,r_3c191b7fe1d1,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Banking/teller background, not QuickBooks/property mgmt accounting; no bookkeeping/AP/AR/payroll evidence.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,90b1fc3d072720316645ed4c399d87b22156ba7eb6c2203a22793285317cc3c6,1,7529,True,2026-08-30T07:19:54+00:00,a1_recheck
j_9aa590d4c265__r_282df938bf67,0,a1_recheck,a1,j_9aa590d4c265,r_282df938bf67,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Stats/data analyst intern background; no data engineering, ETL, Python, dbt, Airflow, or Snowflake experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,62bbba2fca27bdcf5dfd6050f257b4c12ea98f357a8032c120e55d06598acaa9,1,4421,True,2026-08-30T07:19:55+00:00,a1_recheck
j_18c5b7b4f2cb__r_e741e1ca6ee8,0,a1_recheck,a1,j_18c5b7b4f2cb,r_e741e1ca6ee8,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Security/QA background, no PERN stack, React, Node, or full-stack dev experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,486df29afbfd8b1fb2b8e781fef06c27515e450c7218109fb5ed836f4d0687d9,1,7593,True,2026-08-30T07:19:55+00:00,a1_recheck
j_9aa590d4c265__r_8ce250986e54,0,a1_recheck,a1,j_9aa590d4c265,r_8ce250986e54,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Telecom network engineer background; no data engineering, SQL, Python, or ETL evidence.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,de0511b5a7b8ce3cb86ed839728a2ad7b6595e93769ed817600947cf462fdacc,1,7759,True,2026-08-30T07:19:55+00:00,a1_recheck
j_8ca4449bd123__r_9f41c250b6f7,0,a1_recheck,a1,j_8ca4449bd123,r_9f41c250b6f7,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"BI/database engineer, no accounting/bank reconciliation experience; wrong profession for staff accountant role",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,2ac130d782fc5daa10aa84040718b104f303d0c081dddde425d02cb666bdebab,1,6394,True,2026-08-30T07:19:55+00:00,a1_recheck
j_f80734a834f5__r_d0a9a235028a,0,a1_recheck,a1,j_f80734a834f5,r_d0a9a235028a,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,Strong SWE background but no engineering management experience shown; role requires 1+ yr EM.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,8af66f406214e8690597d52c8726382c5adc1fb3c872cf0b34f61374dcb5ad1d,1,8626,True,2026-08-30T07:19:55+00:00,a1_recheck
j_8e2f16d04a9d__r_ca7ba98f2447,0,a1_recheck,a1,j_8e2f16d04a9d,r_ca7ba98f2447,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"QA/SDET automation background; no cloud infra, AWS serverless, or backend dev leadership experience required.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,4566a9aa882ac936ccf75a0068658997fa97540e300d10257a6e0f340c5c9907,1,10820,True,2026-08-30T07:19:56+00:00,a1_recheck
j_abdeb82e4b82__r_f0410ea9aebb,0,a1_recheck,a1,j_abdeb82e4b82,r_f0410ea9aebb,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No management/scrum experience, no ITS/V2X, no Agile leadership; dated Java skills only, no team leadership evidence.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,5e78442ca028c18d229c38007a27e45aef6273af10e47fd149909c71a99ff891,1,8912,True,2026-08-30T07:19:56+00:00,a1_recheck
j_16f9c601b139__r_fa1cd912aa5e,0,a1_recheck,a1,j_16f9c601b139,r_fa1cd912aa5e,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,Big data/Hadoop-Spark engineer with no Salesforce/Heroku experience required by JD.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,9a058f2892694c2cde1e4a06d3c7eea13fe7b5189598ab6efaad51236a9b963f,1,16566,True,2026-08-30T07:19:57+00:00,a1_recheck
j_8eec52da017e__r_8034449ae083,0,a1_recheck,a1,j_8eec52da017e,r_8034449ae083,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Electrical CAD/drafting designer for oil/gas, not R&D circuit design engineer for medical devices",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,e8f484195ca37cbdcc6b795c69eca7a69cd32b323a8c9e0f9cd8df579c5e4c60,1,14462,True,2026-08-30T07:20:00+00:00,a1_recheck
j_f80734a834f5__r_39101c81b1e5,0,a1_recheck,a1,j_f80734a834f5,r_39101c81b1e5,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No management experience; software engineer/iOS dev background, not a fit for Engineering Manager role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,65b38044e030715ea21c7597fbd7c10b00f0c48a4f7586c8469a4b587505c1a5,1,6753,True,2026-08-30T07:20:00+00:00,a1_recheck
j_f80734a834f5__r_ca7ba98f2447,0,a1_recheck,a1,j_f80734a834f5,r_ca7ba98f2447,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,QA/SDET tester with no engineering management or full-stack dev experience; role needs EM leading dev team.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,e4636025928295795b52a1ce78ea29ca588ef0070fe9307a9743258452422075,1,11430,True,2026-08-30T07:20:00+00:00,a1_recheck
j_a1c48bac486d__r_c0f557bc6359,0,a1_recheck,a1,j_a1c48bac486d,r_c0f557bc6359,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Electrical/distribution design engineer, no Salesforce, BA, or IT/Omni Channel experience at all.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,9aef719ced96540df7d2cf8b323b5498c1a2116b044555c562f306a3512f105b,1,5648,True,2026-08-30T07:20:00+00:00,a1_recheck
j_8eec52da017e__r_3d8d0b6b67e0,0,a1_recheck,a1,j_8eec52da017e,r_3d8d0b6b67e0,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Needs 7-9 yrs senior EE with design tool/board-level expertise; candidate has ~4 yrs, generalist experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,7d5e0d9fc2be44adb4ee1d467530cdba83e1d14180ddbae828120e27f5edcee3,1,7384,True,2026-08-30T07:20:00+00:00,a1_recheck
j_ab265623439d__r_2a58ebc46ba5,0,a1_recheck,a1,j_ab265623439d,r_2a58ebc46ba5,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No Salesforce/Vlocity/Communications cloud experience; candidate is Python/Java QA, not SFDC BA.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,f863c77dd11bdc311ca08455b4640fe40927319478c12dbba597b36ee7edf5db,1,6163,True,2026-08-30T07:20:02+00:00,a1_recheck
j_ab265623439d__r_af6a8343706f,0,a1_recheck,a1,j_ab265623439d,r_af6a8343706f,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No Salesforce/Vlocity/Telecom experience; embedded C++ engineer, unrelated domain entirely.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,2f656721c9bff8e19ff96cc35b9092945998e6e7bdd80af214e7f05aed3d45fd,1,6497,True,2026-08-30T07:20:02+00:00,a1_recheck
j_e877c9f7880b__r_80cc37401e93,0,a1_recheck,a1,j_e877c9f7880b,r_80cc37401e93,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No evidence of Java/J2EE, JSP, Angular, or the specific web stack required; scrum/leadership focus only.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,20f2801a3fdf4ef8c4a8cb864baf3cdaa9009e29cdf3ae54dd4842c4b2049abb,1,4838,True,2026-08-30T07:20:02+00:00,a1_recheck
j_afad5d1e324c__r_9f41c250b6f7,0,a1_recheck,a1,j_afad5d1e324c,r_9f41c250b6f7,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"BI/database engineer, no finance/accounting background, no Tableau, no FP&A experience",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,89764329004972dcfccccd10c5caa047fc52c35b4601ac424954fbeafc8e95dd,1,6473,True,2026-08-30T07:20:03+00:00,a1_recheck
j_b4459d155af3__r_8b8c95916925,0,a1_recheck,a1,j_b4459d155af3,r_8b8c95916925,a1_recheck,llm:claude-sonnet-5:run1,Potential Fit,,"Strong AP/AR, GL, payroll tax experience but seniority/role progression unclear, no direct payroll processing lead role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,46f70f0028c24a53c90f2c576038dbb3dae495a6ef16164eb97df159782d05bb,1,6141,True,2026-08-30T07:20:04+00:00,a1_recheck
j_afad5d1e324c__r_a7ba46bfc48b,0,a1_recheck,a1,j_afad5d1e324c,r_a7ba46bfc48b,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No finance/accounting degree, no Tableau/FP&A experience; background is customer service/CNA.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,bf4a2820749c52e6ed3446aac37817bd748613be4d783f0b1081632c9be482a8,1,5665,True,2026-08-30T07:20:04+00:00,a1_recheck
j_c77a3507cb43__r_eddedccf0117,0,a1_recheck,a1,j_c77a3507cb43,r_eddedccf0117,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Electrical/construction engineer, no data engineering, SQL, Oracle, DataStage or cloud experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,85344101895d5c5bf44a0ab38e69ecb729eb64b0b3dd061a82db90efbb0fcb5e,1,12262,True,2026-08-30T07:20:04+00:00,a1_recheck
j_8c9e67f3cbe3__r_2a58ebc46ba5,0,a1_recheck,a1,j_8c9e67f3cbe3,r_2a58ebc46ba5,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No Golang/PHP/video streaming experience; QA/Java background, entry-level Python bootcamp grad vs senior role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,07dbbe102cadbb51ff8257af63900461f2176e6c3e7dd1f702656dce58e668d6,1,7369,True,2026-08-30T07:20:05+00:00,a1_recheck
j_c6cf432a5c66__r_de330ec0b46f,0,a1_recheck,a1,j_c6cf432a5c66,r_de330ec0b46f,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Construction/project management background, no EE degree, PCB design, or firmware experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,d686167b1368bb70b3c17e63c7ab2291c302625ca0c1788f849bad9e273467e3,1,6260,True,2026-08-30T07:20:05+00:00,a1_recheck
j_6073c804c2b4__r_f4c1f212169f,0,a1_recheck,a1,j_6073c804c2b4,r_f4c1f212169f,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Accounting career, no SQL/IT/PM/healthcare data experience matching JD requirements.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,494968410f19339d3ca4dc7229bcf892f0d322f244d5fcdd5f19ee41d7e93d97,1,5613,True,2026-08-30T07:20:06+00:00,a1_recheck
j_9114d6480e8e__r_2a58ebc46ba5,0,a1_recheck,a1,j_9114d6480e8e,r_2a58ebc46ba5,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No .NET/C# experience; JD requires 7+ yrs .NET, candidate is Java/Python entry-level",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,a5d3fa74073a487cba8087b685cee8461ee51cb7cc9bdf1adeef49cd5119f29a,1,8959,True,2026-08-30T07:20:06+00:00,a1_recheck
j_9114d6480e8e__r_3f37a16fe433,0,a1_recheck,a1,j_9114d6480e8e,r_3f37a16fe433,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Java/Oracle stack, ~1yr exp; JD needs 7+ yrs .NET/C# expertise, not Java background",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,ba5c18f842c49db56ebf5b86793218d448b5504cdfe78741208d6f1ac5db7fb2,1,5761,True,2026-08-30T07:20:07+00:00,a1_recheck
j_9114d6480e8e__r_4237404a46ae,0,a1_recheck,a1,j_9114d6480e8e,r_4237404a46ae,a1_recheck,llm:claude-sonnet-5:run1,Good Fit,,"7+ yrs C#/.NET, ASP.NET MVC, SQL/T-SQL, Agile—matches core required stack well.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,3c9586f69fd2306f3fecbebffafe30a0a0e46275ff273f16c0f63bb9a7290a9a,1,9175,True,2026-08-30T07:20:08+00:00,a1_recheck
j_244f893f44d8__r_0817bbf617c5,0,a1_recheck,a1,j_244f893f44d8,r_0817bbf617c5,a1_recheck,llm:claude-sonnet-5:run1,Potential Fit,,"Strong ETL/DW/SQL background but no cloud platform, SSIS, or streaming pipeline experience shown.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,51259b57a3d85cdcca706325aa291b0dd4c3f7bed19acd89ac240f352ee53492,1,17236,True,2026-08-30T07:20:10+00:00,a1_recheck
j_9114d6480e8e__r_d157d1698e99,0,a1_recheck,a1,j_9114d6480e8e,r_d157d1698e99,a1_recheck,llm:claude-sonnet-5:run1,Good Fit,,"8+ yrs C#/.NET/ASP.NET MVC/SQL Server/T-SQL, Agile—matches required stack despite unrelated degree.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,fff060440564a17facdbec852fae182a157e3c67f1e3ce08b9a4a216147207d5,1,9178,True,2026-08-30T07:20:11+00:00,a1_recheck
j_00ef9ec00639__r_c602157b6258,0,a1_recheck,a1,j_00ef9ec00639,r_c602157b6258,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Office administrator background with no SQL, data warehousing, ETL, or analytics experience. Different profession from t",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,29f9cf139fed6e549ae3abad1d4f22c2262adb18dd1949d586df6b51e2ca9d51,4,9014,True,2026-09-05T07:02:43+00:00,a1_recheck
j_654c6710b9c6__r_cfef6a354732,0,a1_recheck,a1,j_654c6710b9c6,r_cfef6a354732,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Different profession. CV shows Sales/Accounting/Insurance background. Zero Business Analyst experience, no evidence of B",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,d359f15314cd0b9754974046f43b17d6a2e87b19ed6d3d1b2b185acffab85973,4,7284,True,2026-09-05T07:02:46+00:00,a1_recheck
j_81bfd39d8a31__r_e72f975e1554,0,a1_recheck,a1,j_81bfd39d8a31,r_e72f975e1554,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,Different profession. Cost Accountant requires accounting/finance background and manufacturing cost accounting expertise,claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,8f77e38d3d6393e48b0075ccee0f0a9545e516e6f9b70c41a3ae37b90bf8b7d0,4,9989,True,2026-09-05T07:02:47+00:00,a1_recheck
j_f4f1a1e6c67d__r_282df938bf67,0,a1_recheck,a1,j_f4f1a1e6c67d,r_282df938bf67,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Senior role requires 4+ years relevant experience; CV shows entry-level internship experience only, career stage mismatc",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,421c53b9bcab5402f1cbc4decd9de4e95ffe02f0cd129d72e3cddf07e98d8525,4,9292,True,2026-09-05T07:02:53+00:00,a1_recheck
j_17d9c4a276a8__r_d0a9a235028a,0,a1_recheck,a1,j_17d9c4a276a8,r_d0a9a235028a,a1_recheck,llm:claude-haiku-4-5:run4,Good Fit,,"8+ years SDE at Amazon/Ring with large-scale systems, product launches, leadership of major projects, and Master's in CS",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,ab96d6007ae76f918d4c03ad0166c868430a06c2302aff8eccc00d78f5f21d0f,4,8205,True,2026-09-05T07:02:55+00:00,a1_recheck
j_f4f1a1e6c67d__r_d4231a28f017,0,a1_recheck,a1,j_f4f1a1e6c67d,r_d4231a28f017,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Candidate's background is administrative/secretarial/clerical. Role requires data engineer with pipelines, Hadoop, SQL, ",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,b8b597e49220ff2069958c96ffb254efe03304327f2dd61993af7b9207e7f0f2,4,12214,True,2026-09-05T07:03:00+00:00,a1_recheck
j_81bfd39d8a31__r_6a87d731bc57,0,a1_recheck,a1,j_81bfd39d8a31,r_6a87d731bc57,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"QA/software testing professional with no accounting work experience. Different profession from finance/accounting, core ",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,ac9699c1636623782ce3907563959ae0100a2538762e602b9e1115316b14dcc4,4,8143,True,2026-09-05T07:03:01+00:00,a1_recheck
j_39e6a4ffe7ea__r_708f5eca7774,0,a1_recheck,a1,j_39e6a4ffe7ea,r_708f5eca7774,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Candidate is product manager/attorney; role requires data engineer. No database, SQL, ETL, or data warehouse experience ",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,e8ded5f71d69cdbface6b8c595d7c0799437571b638cd3fa9b6e9ad8868ddb2d,4,13233,True,2026-09-05T07:03:16+00:00,a1_recheck
j_81bfd39d8a31__r_52936a56ec83,0,a1_recheck,a1,j_81bfd39d8a31,r_52936a56ec83,a1_recheck,llm:claude-haiku-4-5:run4,Potential Fit,,"General accounting experience present, but missing cost accounting methodology, manufacturing environment background, an",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,43ea6befd79eacca317367a8b89343f885d1b788f671386068c69ed450ad81ed,4,8096,True,2026-09-05T07:03:21+00:00,a1_recheck
j_39e6a4ffe7ea__r_cfef6a354732,0,a1_recheck,a1,j_39e6a4ffe7ea,r_cfef6a354732,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Career in accounting/insurance, not data engineering. No SQL, ETL, or database engineering experience.",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,a247ab870493a7ca5334ac08c9ec8e054aa6eb377e8bacff622bcdcbc7108773,4,14010,True,2026-09-05T07:03:30+00:00,a1_recheck
j_5f893d618242__r_3c191b7fe1d1,0,a1_recheck,a1,j_5f893d618242,r_3c191b7fe1d1,a1_recheck,llm:claude-haiku-4-5:run4,Potential Fit,,"Some accounting skills but lacks manufacturing industry background, cost accounting expertise, and recent work history.",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,d8d2d7597d80370be290669e8816ff4f39e345ceff84b9166120b583b5d33640,4,5520,True,2026-09-05T07:03:32+00:00,a1_recheck
j_53f27e4b9117__r_72e3ab6f867a,0,a1_recheck,a1,j_53f27e4b9117,r_72e3ab6f867a,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Software engineer, not business analyst. Different professions—no requirements analysis or documentation experience evid",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,0ab856432128bc6359b23431a57773cc60e8dbbbd987ffd0f272e8ede7315718,4,6934,True,2026-09-05T07:03:33+00:00,a1_recheck
j_5fdf7d382e67__r_54efc8ed3054,0,a1_recheck,a1,j_5fdf7d382e67,r_54efc8ed3054,a1_recheck,llm:claude-haiku-4-5:run4,Potential Fit,,"Strong accounting skills, 5+ years. Missing joint interest accounting, E&P background, and EnergyLink/COPAS tools. Scree",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,885adbe51c4083c0a47bb93a338211fe874e968eb1e60b554351ea40b7422475,4,18520,True,2026-09-05T07:03:39+00:00,a1_recheck
j_861699f75614__r_4f4670a5e744,0,a1_recheck,a1,j_861699f75614,r_4f4670a5e744,a1_recheck,llm:claude-haiku-4-5:run4,Potential Fit,,"Solid GL accounting & audit support proven, but no CPG/inventory or consolidation experience stated",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,0d5fd4f3b4be2b0e1a4505e500c85bc5247edd269343373c620a40a32592edab,4,6877,True,2026-09-05T07:03:40+00:00,a1_recheck
j_f4f1a1e6c67d__r_9ddad6feab89,0,a1_recheck,a1,j_f4f1a1e6c67d,r_9ddad6feab89,a1_recheck,llm:claude-haiku-4-5:run4,Good Fit,,13+ yrs data eng/ETL/BI. Core pipeline/ETL/BI activities extensively evidenced. Far exceeds 4yr requirement. Different s,claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,34a532d8da7de5408393c08311bef4361942cf67c80161a91b97717432c6f6a2,4,16146,True,2026-09-05T07:03:49+00:00,a1_recheck
j_8d88006f821a__r_282df938bf67,0,a1_recheck,a1,j_8d88006f821a,r_282df938bf67,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Entry-level analyst intern; lacks 5+ yrs data engineering experience, AWS, Python, ETL tools, BI platforms required for ",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,b279297ffda805600c213dde1aaa2c708cded695f22f4a4ccd8dd94c9230b01b,4,6891,True,2026-09-05T07:03:53+00:00,a1_recheck
j_9760bd8603a4__r_bb69b1791fee,0,a1_recheck,a1,j_9760bd8603a4,r_bb69b1791fee,a1_recheck,llm:claude-haiku-4-5:run4,Potential Fit,,Data engineer background; lacks Python/Java and AWS Lambda for this role,claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,9fb6e686d5c758e3385eaba3363cccb24f07496d0c06a274031299c5048aa4de,4,12254,True,2026-09-05T07:03:57+00:00,a1_recheck
j_0f46c793ecea__r_1492d7a5d4ae,0,a1_recheck,a1,j_0f46c793ecea,r_1492d7a5d4ae,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,Primary career is healthcare billing/coding; insufficient GL accounting experience for senior role requiring 10+ years,claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,9147c660839a31f02f8fdd14a959a34e0626c16ccb907d8e634239d8fb02a064,4,7525,True,2026-09-05T07:03:58+00:00,a1_recheck
j_db1793c46788__r_1486e59ff040,0,a1_recheck,a1,j_db1793c46788,r_1486e59ff040,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,No accounting or audit experience. Role requires 3+ years as auditor or corporate accountant; CV shows only credit couns,claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,2213764ba94c21864b22705d51025b406d1089d07dc2721ddc915a46df479ea4,4,4555,True,2026-09-05T07:03:59+00:00,a1_recheck
j_fc6de709764a__r_a4dad8e574a8,0,a1_recheck,a1,j_fc6de709764a,r_a4dad8e574a8,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Candidate's core experience is in QA/testing; role requires >10 years in JDE World Homebuilder ERP systems, data migrati",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,671914903f51f0b84c14fd8da1f9f83a694ea40fe58f755c41f19963d3e3b6c0,4,7247,True,2026-09-05T07:04:01+00:00,a1_recheck
j_b1f71188eb64__r_60d5e723d074,0,a1_recheck,a1,j_b1f71188eb64,r_60d5e723d074,a1_recheck,llm:claude-haiku-4-5:run4,Potential Fit,,"Strong data analysis, compilation, and documentation skills. Missing explicit evidence of regulatory compliance verifica",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,7236608351e491dfb0efa3d4922176296f8422423fe2fa3a5295e87d758fe68b,4,7198,True,2026-09-05T07:04:02+00:00,a1_recheck
j_bc97fb1bdc9d__r_708f5eca7774,0,a1_recheck,a1,j_bc97fb1bdc9d,r_708f5eca7774,a1_recheck,llm:claude-haiku-4-5:run4,No Fit,,"Product manager/attorney background lacks ML, software engineering, programming skills, and ML infrastructure experience",claude-haiku-4-5,75e00ea3d0c34ab92acd7e6436de2921a3b80b2ff4e8106c88bc7580d048cd23,22e39073eba6e380332edd6fae097608d0ce142140ed678aa9f9fefd96d0654f,4,9156,True,2026-09-05T07:04:06+00:00,a1_recheck
